河道地形							
420							
梯形	1	7.5	58.542	64.589	2.5		
353	断面2224	1157657	0.012				
梯形	1	7.5	58.542	64.589	2.5		
354	断面2225	1158224.6	0.012				
梯形	1	7.5	58.5196	64.5666	2.5		
355	断面2226	1158797.2	0.012				
梯形	1	7.5	58.4972	64.5442	2.5		
356	断面2227	1159369.8	0.012				
梯形	1	7.5	58.4748	64.5218	2.5		
357	断面2228	1159942.4	0.012				
梯形	1	7.5	58.4524	64.4994	2.5		
358	断面2229	1160515	0.012				
梯形	1	7.5	58.43	64.477	2.5		
359	断面2230	1161275	0.012				
梯形	1	11	58.39	64.427	1		
360	断面2231	1161912	0.012				
梯形	1	7.5	58.365	64.402	2.5		
361	断面2232	1162549	0.012				
梯形	1	7.5	58.34	64.377	2.5		
362	断面2233	1163186	0.012				
梯形	1	7.5	58.315	64.354	2.5		
363	断面2234	1163417	0.012				
梯形	1	7.5	58.246	64.282	2.5		
364	断面2235	1164065.5	0.012				
梯形	1	7.5	58.223	64.259	2.5		
365	断面2236	1164714	0.012				
梯形	1	7.5	58.2	64.235	2.5		
366	断面2237	1165271.25	0.012				
梯形	1	11	58.17	64.205	1		
367	断面2238	1165828.5	0.012				
梯形	1	11	58.14	64.175	1		
368	断面2239	1166385.75	0.012				
梯形	1	11	58.11	64.145	1		
369	断面2240	1166943	0.012				
梯形	1	11	58.08	64.103	1		
370	断面2241	1167548	0.012				
梯形	1	8	58.0545	64.0775	2		
371	断面2242	1168153	0.012				
梯形	1	8	58.029	64.053	2		
372	断面2243	1168711	0.012				
梯形	1	7	58.006	64.03	2.5		
373	断面2244	1169269	0.012				
梯形	1	7	57.983	64.007	2.5		
374	断面2245	1169827	0.012				
梯形	1	7	57.96	63.978	2.5		
375	断面2246	1170164	0.012				
梯形	1	7	57.866	63.882	2.5		
376	断面2247	1170819.333	0.012				
梯形	1	7	57.84	63.856	2.5		
377	断面2248	1171474.667	0.012				
梯形	1	7	57.814	63.83	2.5		
378	断面2249	1172130	0.012				
梯形	1	7	57.788	63.791	2.5		
379	断面2250	1172412	0.012				
梯形	1	7.5	57.696	63.676	2.5		
380	断面2251	1172417	0.012				
梯形	1	7.5	57.696	63.676	2.5		
381	断面2252	1172438	0.012				
梯形	1	7.5	57.615	63.586	2.5		
382	断面2253	1172947.667	0.012				
梯形	1	13	57.60166667	63.57266667	0.5		
383	断面2254	1173457.333	0.012				
梯形	1	13	57.58833333	63.55933333	0.5		
384	断面2255	1173967	0.012				
梯形	1	13	57.575	63.533	0.5		
385	断面2256	1174517	0.012				
梯形	1	7.5	57.5475	63.5055	2		
386	断面2257	1175067	0.012				
梯形	1	7.5	57.52	63.476	2		
387	断面2258	1175767	0.012				
梯形	1	13	57.485	63.441	0.5		
388	断面2259	1176467	0.012				
梯形	1	13	57.45	63.393	0.5		
389	断面2260	1176967	0.012				
梯形	1	9	57.43	63.373	2		
390	断面2261	1177467	0.012				
梯形	1	9	57.41	63.356	2		
391	断面2262	1177803	0.012				
梯形	1	12.5	57.395	63.328	0.75		
392	断面2263	1178319.25	0.012				
马蹄形	2	3.2	4.237	6.4	56.7755	80.4	22
393	断面2264	1178835.5	0.012				
马蹄形	2	3.2	4.237	6.4	56.755	80.4	22
394	断面2265	1179351.75	0.012				
马蹄形	2	3.2	4.237	6.4	56.7345	80.4	22
395	断面2266	1179868	0.012				
马蹄形	2	3.2	4.237	6.4	56.714	80.4	22
396	断面2267	1179890	0.012				
梯形	1	13	57.189	63.188	0.75		
397	断面2268	1180707	0.012				
梯形	1	8.5	57.168	63.168	2		
398	断面2269	1181386	0.012				
梯形	1	8.5	57.114	63.114	2		
399	断面2270	1182065	0.012				
梯形	1	8.5	57.06	63.049	2		
400	断面2271	1182635	0.012				
梯形	1	7	57.036	62.985	2.5		
401	断面2272	1183476	0.012				
梯形	1	7	57.001	62.983	2.5		
402	断面2273	1183576	0.012				
梯形	1	7.5	56.997	62.983	2.5		
403	断面2274	1184144.5	0.012				
矩形	2	6	57.3545	61.9545			
404	断面2275	1184713	0.012				
矩形	2	6	57.345	61.945			
405	断面2276	1185219.8	0.012				
梯形	1	7.5	56.892	62.855	2.5		
406	断面2277	1185726.6	0.012				
梯形	1	7.5	56.868	62.831	2.5		
407	断面2278	1186233.4	0.012				
梯形	1	7.5	56.844	62.807	2.5		
408	断面2279	1186740.2	0.012				
梯形	1	7.5	56.82	62.783	2.5		
409	断面2280	1187247	0.012				
梯形	1	7.5	56.796	62.759	2.5		
410	断面2281	1187753.8	0.012				
梯形	1	7.5	56.772	62.735	2.5		
411	断面2282	1188260.6	0.012				
梯形	1	7.5	56.748	62.711	2.5		
412	断面2283	1188767.4	0.012				
梯形	1	7.5	56.724	62.687	2.5		
413	断面2284	1189274.2	0.012				
梯形	1	7.5	56.7	62.663	2.5		
414	断面2285	1191083	0.012				
梯形	1	7.5	56.676	62.614	2.5		
415	断面2286	1191891	0.012				
梯形	1	7.5	56.43	62.369	2.5		
416	断面2287	1193985	0.012				
梯形	1	7.5	56.346	62.271	2.5		
417	断面2288	1194800	0.012				
梯形	1	7.5	56.619	62.879	2.5		
418	断面2289	1195724	0.012				
梯形	1	7.5	56.578	62.614	2.5		
419	断面2290	1197636	0.012				
梯形	1	7.5	55.974	62.369	2.5		
420	断面2291	1197669	0.012				
梯形	1	7.5	55.974	62.271	2.5		
